account,stage,amount,creationDate,closeDate,practice,offer,sector,segment,director,manager,source,competitiveness,code
account784,1,7000,31/3/17,31/3/17,practice1,offer8,sector5,segment13,director100,manager209,source2,NA,VSA
account235,0,120000,5/4/17,23/6/17,practice4,offer51,NA,segment20,director52,manager281,source2,NA,QDE
account807,1,99218,5/4/17,29/5/17,practice4,offer10,sector4,NA,director85,manager265,source2,NA,WNS
account261,1,6000,5/4/17,10/4/17,practice1,offer8,NA,segment28,director115,manager233,source2,NA,AGJ
account338,1,4500,5/4/17,14/4/17,practice2,offer24,sector3,segment40,director162,manager306,source2,NA,FSR
account628,1,18040,5/4/17,12/4/17,practice1,offer10,sector8,segment24,director36,manager273,source2,NA,RTA
account11,1,104040,7/6/18,3/9/18,practice1,offer13,NA,segment2,director158,manager198,NA,NA,AVS
account503,0,50000,14/12/16,7/3/17,practice4,offer51,sector4,NA,director131,manager97,source2,NA,MPH
account17,1,30000,14/12/16,14/12/16,practice1,offer8,sector3,segment26,director26,manager11,source2,NA,ALZ
account119,1,42900,14/12/16,7/1/17,practice1,offer8,sector5,NA,director34,manager301,source2,NA,BLA
account254,1,49227.27,13/12/16,13/12/16,practice1,offer10,sector5,segment19,director141,manager226,source2,NA,DHS
account175,1,49000,13/12/16,11/1/17,practice1,offer10,sector2,segment25,director169,manager237,source2,NA,CHI
account541,1,1,14/5/18,14/5/18,practice1,offer56,NA,segment27,director170,manager198,NA,NA,NUK
account652,1,13636.36,4/1/17,4/1/17,practice4,offer44,NA,segment43,director82,manager154,source2,NA,SQW
account252,0,47400,4/1/17,17/2/17,practice4,offer51,sector4,segment19,director113,manager232,source2,NA,DHW
account172,1,53050,14/5/18,17/5/18,practice3,offer40,NA,segment45,director126,manager81,NA,NA,CMD
account117,0,200000,1/8/17,13/11/17,practice1,offer44,sector4,segment31,director61,manager17,source2,NA,BBL
account272,0,55000,20/4/17,19/4/17,practice4,offer51,sector1,segment45,director131,manager183,source2,NA,DPC
account544,1,21900,20/4/17,22/5/17,practice1,offer10,sector2,segment20,director115,manager40,source2,NA,NES
account749,1,100000,20/4/17,9/5/17,practice1,offer10,sector2,segment25,director70,manager2,source2,NA,USY
account548,1,16565,12/5/18,18/5/18,practice1,offer44,NA,segment19,director99,manager128,NA,Sole sourced,DOH
account611,1,84400,13/8/16,31/8/16,practice3,offer33,sector8,segment24,director111,manager173,source2,NA,QRA
account410,1,220000,13/8/16,14/10/16,practice2,offer25,sector3,segment26,director23,manager176,source2,NA,IAG
account297,0,75000,13/8/16,12/9/16,practice4,offer51,sector8,NA,director160,manager73,source2,NA,FIS
account279,0,200000,20/4/17,18/7/17,practice4,offer46,sector5,segment19,director1,manager139,source2,NA,DFC
account29,1,53750,1/8/17,8/8/17,practice1,offer56,NA,NA,director28,manager313,source3,NA,APE
account285,1,142380,1/8/17,1/11/17,practice4,offer44,NA,segment45,director80,manager98,source10,NA,PMC
account256,1,276746,1/6/17,7/7/17,practice4,offer51,sector5,segment19,director131,manager97,source11,NA,DHP
account240,1,25770,1/6/17,22/6/17,practice4,offer51,NA,segment20,director74,manager126,source2,NA,DEW
account601,1,105622,1/6/17,13/7/17,practice3,offer34,NA,segment44,director71,manager100,source2,NA,QIC
account285,0,NA,21/4/17,30/5/17,practice4,offer44,sector1,segment45,director126,manager281,source2,NA,PMC
account255,1,161103,14/5/18,23/5/18,practice3,offer58,sector7,segment38,director79,manager137,NA,NA,DIM
account617,1,57500,14/5/18,19/5/18,practice1,offer54,sector3,segment26,director111,manager45,NA,NA,RAQ
account253,0,150000,14/5/18,31/7/18,practice4,offer44,sector4,segment19,director54,manager108,NA,NA,DHV
account762,0,23200,24/1/18,3/2/18,practice4,offer43,NA,NA,director131,manager156,NA,NA,MHL
account680,1,40000,24/1/18,24/1/18,practice1,offer53,sector2,NA,director74,manager31,NA,NA,SGC
account516,1,10000,8/8/18,21/8/18,practice1,offer54,NA,NA,director28,manager58,NA,NA,NER
account505,1,59225,12/8/17,13/9/17,practice1,offer54,NA,segment3,director131,manager283,NA,NA,MUV
account254,1,140000,14/8/17,14/8/17,practice4,offer44,NA,segment19,director26,manager239,NA,NA,DHS
account244,1,4545.45,14/8/17,14/8/17,practice4,offer44,NA,segment17,director39,manager73,source2,NA,DSE
account294,0,120000,14/8/17,21/11/17,practice3,offer58,sector1,segment6,director79,manager68,NA,NA,DTO
account263,0,90000,14/8/17,12/9/17,practice4,offer56,sector7,segment28,director26,manager126,source11,NA,DJQ
account660,1,38000,14/8/17,14/8/17,practice1,offer54,NA,NA,director51,manager101,NA,NA,SOL
account202,1,113000,11/8/18,13/9/18,practice1,offer11,NA,NA,director78,manager25,NA,NA,CNA
account254,1,116500,9/12/16,9/12/16,practice4,offer44,sector5,segment19,director141,manager183,source2,NA,DHS
account196,1,75100,16/10/18,17/10/18,practice4,offer50,NA,NA,director26,manager212,NA,NA,CYL
account23,0,50000,16/10/18,6/12/18,practice3,offer41,NA,NA,director88,manager279,NA,NA,ANG
account237,1,34400,16/10/18,18/10/18,practice4,offer44,NA,segment20,director22,manager285,source2,Sole sourced,WDE
account31,1,30000,10/12/16,1/1/17,practice2,offer24,sector6,segment3,director159,manager28,source2,NA,VAC
account240,1,72727.28,19/12/16,19/12/16,practice4,offer51,sector2,segment20,director52,manager281,source2,NA,DEW
account644,1,42000,19/12/16,23/12/16,practice1,offer35,NA,segment19,director135,manager262,source2,NA,SAT
account434,1,34800,7/12/16,21/12/16,practice1,offer10,sector2,segment25,director169,manager237,source2,NA,LTU
account722,1,165900,14/12/16,9/2/17,practice4,offer44,sector8,segment24,director51,manager303,source2,NA,ITA
account628,1,10909.09,8/12/16,22/12/16,practice1,offer10,sector8,segment24,director51,manager70,source2,NA,RTA
account251,0,20000,31/3/17,5/2/18,practice4,offer51,NA,segment19,director126,manager97,source2,NA,DHA
account751,1,33000,31/3/17,26/4/17,practice1,offer8,sector2,segment25,director115,manager119,source2,NA,UTS
account396,0,100000,31/3/17,13/7/17,practice4,offer51,NA,NA,director91,manager117,source2,NA,ISL
account241,1,85000,31/3/17,15/5/17,practice4,offer44,sector2,segment20,director52,manager165,source2,NA,DED
account199,0,1200000,6/12/16,28/3/17,practice4,offer44,sector5,segment19,director113,manager281,source2,NA,CSD
account471,1,65980,6/12/16,11/1/17,practice1,offer10,sector4,NA,director85,manager112,source2,NA,MNM
account251,1,326300,6/12/16,6/12/16,practice4,offer51,sector4,segment19,director154,manager38,source2,NA,DHA
account111,1,37000,6/12/16,20/2/17,practice1,offer6,sector6,segment19,director83,manager28,source2,NA,BAY
account541,1,1,2/12/16,2/12/16,practice4,offer44,NA,segment27,director124,manager289,source2,NA,NUK
account464,0,10000,2/8/18,23/8/18,practice1,offer54,NA,segment25,director51,manager110,NA,Sole sourced,MUN
account394,1,38000,1/8/18,1/10/18,practice3,offer53,NA,segment26,director122,manager128,NA,NA,ICR
account548,1,55500,1/8/18,22/11/18,practice4,offer50,NA,segment19,director126,manager64,source5,Sole sourced,DOH
account410,0,270000,19/7/17,29/9/17,practice3,offer41,NA,segment26,director29,manager184,source2,NA,IAG
account240,1,4700,19/7/17,19/7/17,practice2,offer54,NA,segment20,director141,manager179,source2,NA,DEW
account627,1,20500,12/12/16,12/12/16,practice1,offer2,NA,segment25,director30,manager60,source3,NA,RMI
account168,1,10000,7/12/18,12/12/18,practice4,offer44,NA,NA,director126,manager81,NA,NA,CWS
account277,1,180909.09,1/8/18,17/8/18,practice4,offer44,NA,segment2,director160,manager252,NA,NA,DRD
account719,1,175000,2/12/16,9/1/17,practice3,offer35,sector4,segment22,director111,manager23,source2,NA,THB
account719,1,148500,2/12/16,11/1/17,practice1,offer8,sector4,segment22,director117,manager154,source2,NA,THB
account321,1,20000,5/12/16,1/1/17,practice4,offer44,NA,segment42,director26,manager181,source2,NA,ENS
account320,1,16430,19/7/17,19/7/17,practice3,offer41,NA,NA,director51,manager198,source2,NA,ENT
account607,0,200000,19/7/17,13/11/17,practice3,offer40,NA,segment19,director149,manager192,source2,NA,QDH
account254,0,150000,29/4/17,29/6/17,practice4,offer46,sector5,segment19,director26,manager275,source2,NA,DHS
account194,1,9600,29/4/17,4/5/17,practice3,offer35,NA,NA,director155,manager291,source2,NA,CLW
account251,0,30000,30/3/17,5/2/18,practice4,offer44,sector4,segment19,director126,manager97,source2,NA,DHA
account544,1,2000,30/3/17,30/3/17,practice1,offer10,sector2,segment20,director115,manager233,source2,NA,NES
account62,1,43300,30/3/17,26/4/17,practice2,offer20,sector1,segment6,director58,manager196,source2,NA,CCC
account749,1,124500,30/3/17,22/5/17,practice3,offer34,NA,segment25,director54,manager108,source2,NA,USY
account11,1,8400,30/3/17,7/4/17,practice1,offer10,sector8,segment2,director147,manager76,source2,NA,AVS
account451,0,81000,3/12/16,5/4/17,practice4,offer45,sector5,segment13,director1,manager301,source2,NA,CWE
account165,1,21100,3/4/18,11/4/18,practice4,offer44,sector4,segment23,director49,manager153,source2,NA,CAY
account251,1,77900,21/12/16,15/2/17,practice3,offer34,sector4,segment19,director51,manager313,source2,NA,DHA
account749,1,8667,13/3/17,20/3/17,practice3,offer36,sector2,segment25,director36,manager319,source2,NA,USY
account195,1,139975,26/3/18,18/5/18,practice1,offer54,NA,segment26,director126,manager97,NA,NA,CMC
account425,1,43150,26/3/18,2/5/18,practice4,offer44,NA,segment28,director57,manager62,NA,NA,JVJ
account425,1,83250,26/3/18,1/5/18,practice4,offer44,NA,segment28,director57,manager62,NA,NA,JVJ
account743,1,20000,26/3/18,4/4/18,practice1,offer53,NA,segment25,director143,manager165,source5,NA,UNS
account238,1,55500,4/4/18,19/4/18,practice4,offer44,NA,segment20,director126,manager215,NA,NA,DNT
account541,1,1,4/4/18,9/4/18,practice1,offer54,NA,segment27,director78,manager13,NA,NA,NUK
account543,0,150000,29/3/18,12/4/18,practice1,offer53,NA,segment14,director147,manager277,source11,NA,IIN
account253,1,150000,29/3/18,28/5/18,practice4,offer44,sector4,segment19,director162,manager187,NA,Competitive,DHV
account220,1,136363.64,23/8/17,14/11/17,practice1,offer54,sector1,segment41,director158,manager275,source2,NA,DII
account776,0,95000,7/2/17,17/3/17,practice1,offer10,sector3,NA,director26,manager227,source2,NA,VMI
account636,1,9600,7/2/17,21/3/17,practice1,offer10,sector4,segment22,director169,manager237,source2,NA,EEH
account496,1,30800,7/2/17,17/3/17,practice1,offer10,sector2,segment25,director169,manager237,source2,NA,MSH
account62,0,76800,13/4/18,23/4/18,practice4,offer44,NA,segment6,director26,manager320,NA,NA,CCC
account258,1,21000,13/4/18,27/4/18,practice1,offer56,NA,segment14,director5,manager6,NA,NA,DIT
account253,0,150000,13/4/18,18/5/18,practice4,offer43,NA,segment19,director113,manager32,NA,NA,DHV
account279,1,185050,20/4/18,11/5/18,practice4,offer53,sector4,segment19,director1,manager122,NA,NA,DFC
account541,0,1,12/4/18,7/12/18,practice1,offer54,sector2,segment27,director155,manager291,source11,Competitive,NUK
account618,1,44000,12/4/18,18/4/18,practice1,offer54,NA,segment26,director169,manager127,NA,NA,RCV
account785,1,12900,19/4/18,19/4/18,practice1,offer11,NA,segment19,director60,manager115,NA,NA,COU
account496,1,18000,21/12/16,21/12/16,practice1,offer10,sector2,segment25,director169,manager237,source2,NA,MSH
account800,1,74365,21/12/16,23/12/16,practice2,offer25,sector3,segment4,director162,manager173,source2,NA,WPC
account227,1,129800,21/12/16,31/1/17,practice3,offer35,NA,segment17,director82,manager219,source2,NA,DAQ
account496,1,24000,21/12/16,21/12/16,practice1,offer10,sector2,segment25,director169,manager237,source2,NA,MSH
account253,0,NA,5/4/18,18/7/18,practice4,offer44,NA,segment19,director143,manager2,NA,NA,DHV
account241,0,80000,4/9/17,26/9/17,practice4,offer43,sector2,segment20,director9,manager89,NA,NA,DED
account258,0,300000,4/9/17,9/2/18,practice1,offer56,sector1,segment14,director70,manager11,NA,NA,DIT
account408,1,100000,6/3/17,6/3/17,practice4,offer45,sector1,segment5,director19,manager28,source2,NA,GTE
account628,1,20000,6/3/17,11/3/17,practice3,offer33,sector8,segment24,director36,manager70,source2,NA,RTA
account241,0,100000,6/3/17,22/4/17,practice4,offer51,sector2,segment20,director52,manager183,source2,NA,DED
account28,0,25000,2/3/17,28/3/17,practice2,offer24,sector3,segment4,director112,manager100,source2,NA,ANZ
account751,0,90000,2/3/17,1/4/17,practice1,offer9,sector2,segment25,director115,manager118,source2,NA,UTS
account135,1,6500,2/3/17,2/3/17,practice4,offer44,sector6,NA,director1,manager82,source2,NA,BMC
account258,1,9075,19/11/18,19/11/18,practice4,offer44,NA,segment14,director5,manager11,source2,Sole sourced,DIT
account246,1,75400,19/11/18,5/12/18,practice4,offer41,NA,segment14,director68,manager241,source11,Competitive,DOF
account768,1,5909.09,19/11/18,20/11/18,practice4,offer44,NA,NA,director26,manager320,source2,Sole sourced,VBA
account609,1,199600,6/11/18,18/12/18,practice3,offer41,NA,segment28,director105,manager180,source2,Competitive,QPS
account153,1,35000,29/11/18,6/12/18,practice4,offer44,NA,NA,director160,manager201,source2,Sole sourced,CAW
account753,0,131600,23/3/17,12/5/17,practice1,offer10,sector2,segment25,director28,manager49,source2,NA,UWA
account51,1,225000,23/3/17,21/6/17,practice1,offer6,sector6,NA,director78,manager209,source2,NA,APT
account37,1,10395,20/9/17,27/9/17,practice1,offer56,NA,segment28,director150,manager241,source5,NA,AGS
account408,1,80437.95,2/12/16,6/12/16,practice2,offer25,sector1,segment5,director59,manager90,source2,NA,GTE
account253,1,14500,28/3/17,28/3/17,practice1,offer10,sector4,segment19,director122,manager195,source2,NA,DHV
account241,1,46350,28/3/17,12/4/17,practice1,offer5,NA,segment20,director34,manager66,source2,NA,DED
account62,0,130000,28/3/17,10/5/17,practice1,offer3,NA,segment6,director150,manager157,source2,NA,CCC
account285,1,253600,28/3/17,9/5/17,practice4,offer44,NA,segment45,director126,manager281,source2,NA,PMC
account807,1,164000,28/3/17,8/6/17,practice4,offer51,NA,NA,director1,manager265,source2,NA,WNS
account550,1,250000,2/3/16,29/4/16,practice2,offer21,sector1,segment5,director79,manager161,source2,NA,PSN
account121,1,45000,2/3/16,21/3/16,practice1,offer10,sector4,segment31,director51,manager216,source2,NA,BDI
account541,1,NA,10/8/17,10/8/17,practice3,offer41,NA,segment27,director124,manager245,NA,NA,NUK
account271,0,76300,5/6/17,21/6/17,practice4,offer44,sector5,segment45,director85,manager311,source2,NA,NPD
account132,0,60000,17/8/18,16/11/18,practice3,offer40,NA,segment19,director105,manager219,NA,NA,BRC
account240,1,5287.5,12/8/17,8/9/17,practice1,offer54,NA,segment20,director141,manager194,NA,NA,DEW
account346,1,136790,10/8/18,11/8/18,practice4,offer44,NA,NA,director42,manager55,NA,NA,GAR
account170,0,500000,30/11/16,29/3/17,practice2,offer24,sector2,segment25,director112,manager156,source2,NA,CDU
account436,1,65200,30/11/16,4/1/17,practice4,offer50,sector1,segment17,director26,manager288,source2,NA,LDG
account261,1,14000,30/11/16,12/12/16,practice1,offer10,sector7,segment28,director26,manager28,source2,NA,AGJ
account670,1,9000,30/11/16,3/2/17,practice3,offer34,sector2,segment25,director53,manager107,source2,NA,SFH
account691,1,106560,14/8/18,20/8/18,practice1,offer56,NA,segment25,director34,manager136,source3,Sole sourced,SWU
account258,1,179631,14/8/18,22/8/18,practice3,offer42,NA,segment14,director4,manager241,NA,Sole sourced,DIT
account93,0,250000,14/8/18,24/10/18,practice4,offer44,NA,segment14,director4,manager143,source11,Competitive,ATO
account253,1,8500,1/9/17,1/9/17,practice1,offer54,sector4,segment19,director158,manager165,NA,NA,DHV
account245,1,249500,17/8/18,21/8/18,practice1,offer46,NA,segment19,director115,manager112,NA,NA,HSN
account469,1,44875,17/3/18,24/4/18,practice4,offer44,sector4,NA,director49,manager97,source2,NA,MAR
account479,1,47850,17/3/18,12/4/18,practice1,offer56,NA,segment21,director131,manager276,NA,NA,MCM
account389,0,50000,17/3/18,3/5/18,practice1,offer56,NA,NA,director160,manager49,NA,NA,HOC
account610,1,20000,17/3/18,22/3/18,practice4,offer43,NA,segment24,director145,manager184,NA,NA,QUR
account722,0,650000,14/3/17,30/3/17,practice1,offer8,sector8,segment24,director51,manager63,source2,NA,ITA
account228,1,27900,27/2/17,14/4/17,practice4,offer44,sector8,segment19,director167,manager3,source2,NA,DAF
account541,1,1,27/2/17,27/2/17,practice4,offer44,sector6,segment27,director124,manager245,source2,NA,NUK
account448,0,24600,27/2/17,5/2/18,practice1,offer10,sector4,segment10,director169,manager305,source2,NA,MCH
account784,1,19800,27/2/17,17/3/17,practice1,offer10,sector5,segment13,director169,manager237,source2,NA,VSA
account750,1,38400,24/2/17,6/3/17,practice4,offer44,sector2,segment25,director126,manager11,source2,NA,UTA
account144,1,25400,24/2/17,3/3/17,practice3,offer35,sector4,segment10,director135,manager95,source2,NA,CAC
account253,0,250000,24/2/17,5/2/18,practice2,offer24,sector4,segment19,director122,manager100,source7,NA,DHV
account709,1,11825,24/2/17,10/3/17,practice4,offer44,sector7,segment28,director26,manager214,source2,NA,TVB
account348,0,60000,5/7/17,5/2/18,practice4,offer18,NA,NA,director39,manager73,source2,NA,GAM
account241,1,50000,3/8/17,30/8/17,practice3,offer41,sector2,segment20,director50,manager269,source2,NA,DED
account263,0,80000,3/8/17,7/11/17,practice4,offer44,NA,segment28,director26,manager126,source11,NA,DJQ
account550,1,84900,3/8/17,3/8/17,practice3,offer56,NA,segment5,director79,manager161,source5,NA,PSN
account747,1,120200,3/8/17,3/8/17,practice3,offer53,NA,segment25,director115,manager209,source2,NA,USA
account241,0,150000,5/7/17,25/7/17,practice4,offer51,NA,segment20,director52,manager227,source2,NA,DED
account254,1,112200,5/7/17,10/7/17,practice1,offer8,NA,segment19,director147,manager76,source2,NA,DHS
account84,1,52181.82,9/5/17,10/5/17,practice4,offer44,sector2,segment25,director70,manager178,source2,NA,ANU
account461,1,23000,7/3/17,27/3/17,practice4,offer44,sector4,NA,director126,manager216,source2,NA,MMH
account722,1,224000,8/8/16,23/9/16,practice4,offer44,sector8,segment24,director26,manager181,source2,NA,ITA
